% Model,A0_C1_A0_C1_B0_C1_B0_C1_st235_new.mph
% Version,COMSOL 6.4.0.343
% Date,"Aug 7 2026, 11:17"
% Table,Table 4 - Global Evaluation 4
% eta_P,lamda (nm),theta (deg),freq (THz),"Reflectance, order 0 (1)"
1,490,80,611.8213428571428,0.3936626178141311
1,500,0,599.5849159999999,0.6632645367883365
1,500,10,599.5849159999999,0.572065420857347
1,500,20,599.5849159999999,0.48557222844406334
1,500,29.999999999999996,599.5849159999999,0.5772928065389645
1,500,40,599.5849159999999,0.4159220102161145
1,500,50,599.5849159999999,0.1954222992117889
1,500,59.99999999999999,599.5849159999999,0.12239713874112156
1,500,70,599.5849159999999,0.2051658027161944
1,500,80,599.5849159999999,0.3545135300491209
1,509.99999999999994,0,587.8283490196079,0.5980074606343058
1,509.99999999999994,10,587.8283490196079,0.5216086268146726
1,509.99999999999994,20,587.8283490196079,0.5185298618070161
1,509.99999999999994,29.999999999999996,587.8283490196079,0.481495683246818
1,509.99999999999994,40,587.8283490196079,0.30698255893939624
1,509.99999999999994,50,587.8283490196079,0.20476464223438456
1,509.99999999999994,59.99999999999999,587.8283490196079,0.1651674365875619
1,509.99999999999994,70,587.8283490196079,0.20773375571501362
1,509.99999999999994,80,587.8283490196079,0.319766127496552
1,519.9999999999999,0,576.5239576923076,0.4799022006264777
1,519.9999999999999,10,576.5239576923076,0.41353048878201726
1,519.9999999999999,20,576.5239576923076,0.4931646719575097
1,519.9999999999999,29.999999999999996,576.5239576923076,0.39692197693550857
1,519.9999999999999,40,576.5239576923076,0.226108244311231
1,519.9999999999999,50,576.5239576923076,0.2393533497295361
